Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
TESLA,Model X,Dual Electric Motors (AWD),100.0,670.0,250.0,3.8,98490.0,electric,7.0,967.0
TESLA,Model X Plaid,Tri Electric Motors,100.0,1020.0,262.0,2.6,113490.0,electric,6.0,1400.0
TESLA,Model Y,Single Electric Motor (RWD),75.0,346.0,217.0,5.0,47490.0,electric,5.0,498.0
TESLA,Model Y Long Range,Dual Electric Motors (AWD),82.0,384.0,217.0,4.8,50490.0,electric,5.0,559.0
TESLA,Cybertruck,Tri Electric Motors,200.0,800.0,209.0,2.9,69900.0,electric,6.0,1355.0
TESLA,Roadster 2,Quad Electric Motors,200.0,1288.0,402.0,1.9,200000.0,electric,4.0,10000.0
JEEP,Wrangler,3.6L V6 Pentastar Gasoline,3600.0,285.0,180.0,6.8,35195.0,petrol,4.0,353.0
JEEP,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000.0,270.0,180.0,7.1,42100.0,petrol,4.0,400.0
JEEP,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600.0,293.0,209.0,7.0,41530.0,petrol,5.0,352.0
JEEP,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600.0,293.0,209.0,7.2,43530.0,petrol,7.0,352.0
JEEP,Cherokee,2.4L I4 Tigershark Gasoline,2400.0,180.0,195.0,8.5,37695.0,petrol,5.0,230.0
JEEP,Compass,2.0L Turbo Gasoline,2000.0,200.0,200.0,7.8,31590.0,petrol,5.0,320.0
JEEP,Renegade,1.3L Turbo I4 Gasoline,1300.0,177.0,200.0,8.7,28345.0,petrol,5.0,285.0
JEEP,Gladiator,3.6L V6 Pentastar Gasoline,3600.0,285.0,177.0,8.1,38775.0,petrol,5.0,353.0
JEEP,Wagoneer,5.7L V8 Gasoline with eTorque,5700.0,392.0,190.0,7.4,63595.0,petrol,8.0,548.0
JEEP,Grand Wagoneer,6.4L V8 Gasoline,6400.0,471.0,190.0,6.0,91495.0,petrol,8.0,617.0
JEEP,Grand Cherokee 4xe,2.0L Turbo PHEV,17.3,375.0,210.0,6.0,59865.0,hybrid,5.0,637.0
JEEP,Wrangler 4xe,2.0L Turbo PHEV,17.3,375.0,180.0,6.4,50695.0,hybrid,5.0,637.0
JEEP,Compass 4xe,1.3L Turbo PHEV,11.4,240.0,200.0,7.3,46500.0,hybrid,5.0,270.0
JEEP,Renegade 4xe,1.3L Turbo PHEV,11.4,240.0,200.0,7.5,44500.0,hybrid,5.0,270.0
JEEP,Wagoneer S (Electric),Dual Electric Motors,100.0,600.0,177.0,4.5,80000.0,electric,5.0,850.0
JEEP,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600.0,285.0,177.0,8.6,51570.0,petrol,5.0,353.0
JEEP,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700.0,357.0,190.0,7.3,66575.0,petrol,5.0,529.0
JEEP,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200.0,271.0,195.0,7.6,41295.0,petrol,5.0,324.0
JEEP,Wrangler 392,6.4L V8 HEMI Gasoline,6400.0,470.0,160.0,4.5,82495.0,petrol,4.0,637.0
CADILLAC,XT4,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220.0,7.6,37490.0,petrol,5.0,350.0
CADILLAC,XT5,3.6L V6 Gasoline,3600.0,310.0,210.0,6.5,44195.0,petrol,5.0,366.0
CADILLAC,XT6,3.6L V6 Gasoline,3600.0,310.0,210.0,6.9,48595.0,petrol,7.0,366.0
CADILLAC,Lyriq EV,Single Electric Motor,100.0,340.0,190.0,5.7,58590.0,electric,5.0,440.0
CADILLAC,Escalade V,6.2L Supercharged V8 Gasoline,6200.0,682.0,200.0,4.4,149990.0,petrol,7.0,885.0
CADILLAC,Escalade Platinum,6.2L V8 Gasoline,6200.0,420.0,210.0,6.8,104595.0,petrol,7.0,624.0
CADILLAC,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200.0,668.0,320.0,3.4,92000.0,petrol,5.0,893.0
CADILLAC,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600.0,472.0,290.0,3.9,60495.0,petrol,5.0,603.0
CADILLAC,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220.0,7.4,41390.0,petrol,5.0,350.0
CADILLAC,XT5 Sport,3.6L V6 Gasoline,3600.0,310.0,210.0,6.5,51095.0,petrol,5.0,366.0
CADILLAC,XT6 Sport,3.6L V6 Gasoline,3600.0,310.0,210.0,6.9,57095.0,petrol,7.0,366.0
CADILLAC,Lyriq Launch Edition,Single Electric Motor,100.0,340.0,190.0,5.7,59990.0,electric,5.0,440.0
CADILLAC,Lyriq EV Premium,Dual Electric Motors,100.0,500.0,210.0,4.5,64990.0,electric,5.0,620.0
CADILLAC,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240.0,6.8,41290.0,petrol,5.0,350.0
CHEVROLET,Spark,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,10.7,14595.0,petrol,5.0,127.0
CHEVROLET,Sonic,1.4L Turbo Inline-4 Gasoline,1400.0,138.0,190.0,8.5,16720.0,petrol,5.0,200.0
CHEVROLET,Malibu,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210.0,8.0,25000.0,petrol,5.0,250.0
CHEVROLET,Camaro,2.0L Turbo Inline-4 Gasoline,2000.0,275.0,240.0,5.4,26400.0,petrol,4.0,400.0
CHEVROLET,Corvette,6.2L V8 Gasoline,6200.0,495.0,312.0,3.0,65895.0,petrol,2.0,637.0
CHEVROLET,Traverse,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,35915.0,petrol,7.0,360.0
CHEVROLET,Equinox,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.9,26600.0,petrol,5.0,275.0
CHEVROLET,Blazer,3.6L V6 Gasoline,3600.0,308.0,220.0,6.6,44000.0,petrol,5.0,366.0
CHEVROLET,Tahoe,5.3L V8 Gasoline,5300.0,355.0,200.0,7.5,56995.0,petrol,7.0,519.0
CHEVROLET,Suburban,5.3L V8 Gasoline,5300.0,355.0,190.0,7.6,59900.0,petrol,8.0,519.0
CHEVROLET,Colorado,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190.0,6.8,30695.0,petrol,5.0,583.0
CHEVROLET,Silverado 1500,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,42795.0,petrol,6.0,519.0
CHEVROLET,Silverado 2500HD,6.6L V8 Gasoline,6600.0,401.0,170.0,8.0,41500.0,petrol,6.0,629.0
CHEVROLET,Silverado 3500HD,6.6L V8 Diesel,6600.0,445.0,160.0,8.5,45500.0,diesel,6.0,1234.0
CHEVROLET,Bolt EV,Single Electric Motor,66.0,200.0,150.0,6.5,27495.0,electric,5.0,360.0
CHEVROLET,Bolt EUV,Single Electric Motor,66.0,200.0,150.0,7.0,28795.0,electric,5.0,360.0
CHEVROLET,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300.0,155.0,200.0,9.4,23100.0,petrol,5.0,236.0
CHEVROLET,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240.0,5.8,33500.0,petrol,5.0,353.0
CHEVROLET,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200.0,650.0,318.0,3.5,67300.0,petrol,4.0,881.0
CHEVROLET,Corvette Stingray,6.2L V8 Gasoline,6200.0,495.0,312.0,3.0,65895.0,petrol,2.0,637.0
CHEVROLET,Silverado 1500 High Country,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,61595.0,petrol,6.0,519.0
CHEVROLET,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300.0,355.0,180.0,7.0,55895.0,petrol,6.0,519.0
CHEVROLET,Silverado 1500 RST,5.3L V8 Gasoline,5300.0,355.0,180.0,7.1,50895.0,petrol,6.0,519.0
CHEVROLET,Colorado ZR2,2.8L Turbo Diesel I4,2800.0,181.0,160.0,9.1,48295.0,diesel,5.0,500.0
CHEVROLET,Traverse Premier,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,46600.0,petrol,7.0,360.0
CHEVROLET,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.8,33400.0,petrol,5.0,275.0
CHEVROLET,Blazer RS,3.6L V6 Gasoline,3600.0,308.0,220.0,6.6,48900.0,petrol,5.0,366.0
CHEVROLET,Bolt EV 2LT,Single Electric Motor,66.0,200.0,150.0,6.7,28795.0,electric,5.0,360.0
CHEVROLET,Camaro SS,6.2L V8 Gasoline,6200.0,455.0,290.0,4.3,43500.0,petrol,4.0,617.0
CHEVROLET,Corvette Grand Sport,6.2L V8 Gasoline,6200.0,460.0,290.0,3.9,65900.0,petrol,2.0,630.0
CHEVROLET,Traverse RS,3.6L V6 Gasoline,3600.0,310.0,210.0,7.0,43700.0,petrol,7.0,360.0
CHEVROLET,Blazer Premier,3.6L V6 Gasoline,3600.0,308.0,220.0,6.6,45000.0,petrol,5.0,366.0
CHEVROLET,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210.0,8.5,25800.0,petrol,5.0,250.0
CHEVROLET,Spark Activ,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,11.0,17595.0,petrol,5.0,127.0
CHEVROLET,Trax LT,1.2L Turbo Inline-3 Gasoline,1200.0,137.0,200.0,9.2,24100.0,petrol,5.0,220.0
CHEVROLET,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.9,28400.0,petrol,5.0,275.0
CHEVROLET,Silverado 3500HD High Country,6.6L V8 Diesel,6600.0,445.0,160.0,8.5,75700.0,diesel,6.0,1234.0
CHEVROLET,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190.0,6.9,29200.0,petrol,5.0,583.0
CHEVROLET,Suburban High Country,6.2L V8 Gasoline,6200.0,420.0,200.0,7.0,82400.0,petrol,8.0,624.0
CHEVROLET,Silverado Custom,4.3L V6 Gasoline,4300.0,285.0,180.0,8.5,33900.0,petrol,6.0,413.0
CHEVROLET,Spark LS,1.4L Inline-4 Gasoline,1400.0,98.0,180.0,10.9,14395.0,petrol,5.0,127.0
CHEVROLET,Traverse LT,3.6L V6 Gasoline,3600.0,310.0,210.0,7.1,37200.0,petrol,7.0,360.0
CHEVROLET,Blazer LT,2.5L Inline-4 Gasoline,2500.0,193.0,200.0,9.0,36100.0,petrol,5.0,255.0
CHEVROLET,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240.0,5.8,34500.0,petrol,5.0,353.0
CHEVROLET,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200.0,8.8,31900.0,petrol,5.0,275.0
CHEVROLET,Silverado 1500 Custom,4.3L V6 Gasoline,4300.0,285.0,180.0,8.6,34900.0,petrol,6.0,413.0
CHEVROLET,Silverado 2500HD LTZ,6.6L V8 Diesel,6600.0,445.0,160.0,8.4,56400.0,diesel,6.0,1234.0
CHEVROLET,Tahoe RST,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,64100.0,petrol,7.0,519.0
CHEVROLET,Suburban LT,5.3L V8 Gasoline,5300.0,355.0,180.0,5.1,64400.0,petrol,8.0,519.0
CHEVROLET,Bolt EV Premier,Single Electric Motor,66.0,200.0,150.0,6.5,31700.0,electric,5.0,360.0
CHEVROLET,Tahoe LS,5.3L V8 Gasoline,5300.0,355.0,180.0,7.5,56995.0,petrol,8.0,519.0
CHEVROLET,Tahoe LT,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,62495.0,petrol,8.0,519.0
CHEVROLET,Tahoe Z71,5.3L V8 Gasoline,5300.0,355.0,180.0,7.6,66700.0,petrol,7.0,519.0
CHEVROLET,Tahoe Premier,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,71600.0,petrol,7.0,624.0
CHEVROLET,Tahoe High Country,6.2L V8 Gasoline,6200.0,420.0,200.0,6.7,76700.0,petrol,7.0,624.0
CHEVROLET,Tahoe Midnight Edition,5.3L V8 Gasoline,5300.0,355.0,180.0,7.5,65500.0,petrol,8.0,519.0
CHEVROLET,Tahoe Sport Edition,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,70000.0,petrol,7.0,624.0
GMC,Terrain,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.5,29900.0,petrol,5.0,275.0
GMC,Acadia,2.0L Turbo 4-cylinder,2000.0,228.0,200.0,7.8,36800.0,petrol,7.0,350.0
GMC,Yukon,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,57400.0,petrol,8.0,519.0
GMC,Yukon XL,6.2L V8 Gasoline,6200.0,420.0,200.0,6.9,61100.0,petrol,8.0,624.0
GMC,Canyon,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.6,36900.0,petrol,5.0,583.0
GMC,Sierra 1500,5.3L V8 Gasoline,5300.0,355.0,180.0,7.3,37100.0,petrol,6.0,519.0
GMC,Sierra 2500HD,6.6L V8 Diesel,6600.0,401.0,175.0,7.5,43900.0,diesel,6.0,629.0
GMC,Sierra 3500HD,6.6L V8 Diesel,6600.0,445.0,175.0,7.4,49000.0,diesel,6.0,1234.0
GMC,Hummer EV Pickup,Dual-Motor Electric,212.0,625.0,170.0,3.0,108700.0,electric,5.0,1000.0
GMC,Hummer EV SUV,Dual-Motor Electric,212.0,625.0,170.0,3.5,105600.0,electric,5.0,1000.0
GMC,Yukon Denali,6.2L V8 Gasoline,6200.0,420.0,200.0,6.8,72800.0,petrol,8.0,624.0
GMC,Sierra Denali,6.2L V8 Gasoline,6200.0,420.0,190.0,6.7,66800.0,petrol,6.0,624.0
GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.6,36500.0,petrol,5.0,275.0
GMC,Acadia AT4,3.6L V6 Gasoline,3600.0,310.0,210.0,7.6,41400.0,petrol,6.0,366.0
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300.0,355.0,180.0,7.4,53800.0,petrol,6.0,519.0
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,6600.0,401.0,175.0,7.5,72200.0,diesel,6.0,1234.0
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.6,45000.0,petrol,5.0,583.0
GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.5,43900.0,petrol,5.0,583.0
GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700.0,310.0,190.0,7.5,48000.0,petrol,5.0,583.0
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200.0,420.0,200.0,6.7,93800.0,petrol,8.0,624.0
GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500.0,175.0,190.0,9.5,38600.0,petrol,5.0,275.0
GMC,Acadia Denali,3.6L V6 engine,3564.0,310.0,210.0,6.5,54300.0,petrol,7.0,366.0
GMC,Yukon AT4,5.3L V8 engine,5327.0,355.0,210.0,7.1,71505.0,petrol,8.0,519.0
GMC,Yukon XL AT4,5.3L V8 engine,5327.0,355.0,210.0,7.3,73305.0,petrol,8.0,519.0
GMC,Sierra 1500 Elevation,2.7L Turbo engine,2713.0,310.0,180.0,7.0,52000.0,petrol,5.0,569.0
GMC,Sierra 1500 SLT,5.3L V8 engine,5327.0,355.0,180.0,6.8,56000.0,petrol,5.0,519.0
GMC,Sierra 2500HD AT4,6.6L V8 engine,6600.0,401.0,170.0,7.5,70000.0,petrol,5.0,629.0
GMC,Sierra 3500HD AT4,6.6L V8 engine,6600.0,401.0,170.0,7.7,72000.0,petrol,5.0,629.0
GMC,Canyon Elevation,2.5L I4 engine,2488.0,200.0,175.0,8.5,36300.0,petrol,5.0,259.0
GMC,Canyon Denali Black Edition,3.6L V6 engine,3564.0,308.0,180.0,6.9,44000.0,petrol,5.0,373.0
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,6162.0,420.0,200.0,5.8,80000.0,petrol,5.0,624.0
GMC,Yukon XL Denali Reserve,6.2L V8 engine,6162.0,420.0,210.0,6.0,82000.0,petrol,7.0,624.0
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,1490.0,170.0,200.0,9.3,28700.0,petrol,5.0,275.0
GMC,Acadia Black Edition,3.6L V6 engine,3564.0,310.0,210.0,6.5,45000.0,petrol,7.0,366.0
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",200.0,830.0,170.0,3.5,96550.0,electric,5.0,15590.0
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200.0,1000.0,170.0,3.0,96550.0,electric,5.0,15590.0
GMC,Sierra Denali CarbonPro,6.2L V8 engine,6162.0,420.0,200.0,5.8,65000.0,petrol,5.0,624.0
GMC,Yukon Denali Performance,6.2L V8 engine,6162.0,420.0,210.0,6.0,76805.0,petrol,8.0,624.0
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,6600.0,401.0,170.0,7.5,75000.0,petrol,5.0,629.0
GMC,Canyon AT4X,3.6L V6 engine,3564.0,308.0,180.0,6.9,50000.0,petrol,5.0,373.0
GMC,Yukon XL SLT,5.3L V8 engine,5327.0,355.0,210.0,7.3,65000.0,petrol,8.0,519.0
GMC,Sierra 1500 Pro,4.3L V6 engine,4300.0,285.0,180.0,7.5,37700.0,petrol,3.0,413.0
GMC,Sierra 2500HD Pro,6.6L V8 engine,6600.0,401.0,170.0,7.7,60000.0,petrol,3.0,629.0
GMC,Sierra 3500HD Pro,6.6L V8 engine,6600.0,401.0,170.0,7.8,62000.0,petrol,3.0,629.0
GMC,Terrain SLT,1.5L Turbocharged I4 engine,1490.0,170.0,200.0,9.4,31000.0,petrol,5.0,275.0
GMC,Acadia SLE,3.6L V6 engine,3564.0,310.0,210.0,6.6,40000.0,petrol,7.0,366.0
GMC,Canyon SLT,2.5L I4 engine,2488.0,200.0,175.0,8.6,38000.0,petrol,5.0,259.0
GMC,Yukon XL Elevation,5.3L V8 engine,5327.0,355.0,210.0,7.4,75000.0,petrol,8.0,519.0
GMC,Sierra 1500 AT4X,6.2L V8 engine,6162.0,420.0,200.0,5.9,82000.0,petrol,5.0,624.0
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200.0,830.0,170.0,3.6,110000.0,electric,5.0,15590.0
GMC,Sierra EV Denali,Electric motors with advanced AWD,200.0,754.0,170.0,4.5,108700.0,electric,5.0,1064.0
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200.0,1000.0,170.0,3.0,112700.0,electric,5.0,15590.0
GMC,Canyon AT4X Edition 1,3.6L V6 engine,3564.0,308.0,180.0,6.8,55000.0,petrol,5.0,373.0
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,6162.0,420.0,210.0,6.0,90000.0,petrol,8.0,624.0
GMC,Sierra HD Denali Reserve,6.6L V8 engine,6600.0,401.0,170.0,7.5,85000.0,petrol,5.0,629.0
GMC,Acadia Denali Ultimate,3.6L V6 engine,3564.0,310.0,210.0,6.5,60000.0,petrol,7.0,366.0
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,1490.0,170.0,200.0,9.3,35000.0,petrol,5.0,275.0
GMC,Yukon Trailering Edition,5.3L V8 engine,5327.0,355.0,210.0,7.5,78000.0,petrol,8.0,519.0
GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200.0,830.0,170.0,3.6,105000.0,electric,5.0,15590.0
KIA,Rio,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,17000.0,petrol,5.0,151.0
KIA,Rio 5-Door,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,18000.0,petrol,5.0,151.0
KIA,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,28000.0,petrol,5.0,264.0
PEUGEOT,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,1599.0,360.0,250.0,5.2,55000.0,hybrid,5.0,520.0
KIA,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500.0,277.0,220.0,7.0,42000.0,petrol,7.0,421.0
KIA,Telluride SX,3.8L V6,3778.0,291.0,240.0,7.0,50000.0,petrol,7.0,355.0
KIA,Forte LXS,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,19000.0,petrol,5.0,179.0
KIA,K5 EX,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220.0,7.8,28500.0,petrol,5.0,264.0
KIA,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,33000.0,hybrid,5.0,265.0
KIA,EV6 Wind,Electric Motor,77.4,225.0,190.0,5.2,50000.0,electric,5.0,350.0
KIA,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.5,28000.0,petrol,5.0,264.0
KIA,Seltos SX,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,28500.0,petrol,5.0,264.0
KIA,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270.0,5.0,55000.0,petrol,5.0,422.0
KIA,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.9,47000.0,hybrid,7.0,352.0
KIA,Carnival EX,3.5L V6,3500.0,290.0,220.0,8.0,42500.0,petrol,8.0,355.0
KIA,Telluride Nightfall Edition,3.8L V6,3778.0,291.0,240.0,7.0,51000.0,petrol,7.0,355.0
PEUGEOT,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598.0,225.0,210.0,7.5,44000.0,hybrid,5.0,360.0
KIA,EV6 First Edition,Electric Motor,77.4,320.0,230.0,5.0,58000.0,electric,5.0,450.0
KIA,Niro Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,33000.0,hybrid,5.0,265.0
KIA,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.5,25000.0,petrol,5.0,264.0
KIA,Seltos EX,2.0L 4-Cylinder,1999.0,146.0,190.0,9.0,23500.0,petrol,5.0,179.0
PEUGEOT,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598.0,225.0,210.0,7.0,42000.0,hybrid,5.0,360.0
KIA,Sorento LX,2.5L 4-Cylinder,2500.0,191.0,210.0,8.5,35500.0,petrol,7.0,246.0
KIA,Telluride EX,3.8L V6,3778.0,291.0,240.0,7.0,44000.0,petrol,7.0,355.0
KIA,Soul EX,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,22000.0,petrol,5.0,179.0
KIA,Forte FE,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,18500.0,petrol,5.0,179.0
KIA,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220.0,7.8,29000.0,petrol,5.0,264.0
KIA,Carnival LXS,3.5L V6,3500.0,290.0,220.0,8.0,39500.0,petrol,8.0,355.0
KIA,EV6 Light,Electric Motor,77.4,225.0,190.0,5.2,46000.0,electric,5.0,350.0
KIA,Niro EX,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,30000.0,hybrid,5.0,265.0
KIA,Stinger GT,3.3L Turbocharged V6,3300.0,365.0,270.0,4.7,51500.0,petrol,5.0,510.0
KIA,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.9,48000.0,hybrid,7.0,352.0
KIA,Telluride SX Prestige,3.8L V6,3778.0,291.0,240.0,7.0,52000.0,petrol,7.0,355.0
PEUGEOT,508 Hybrid4,Hybrid I4 + Electric Motor,1598.0,300.0,235.0,6.0,47000.0,hybrid,5.0,520.0
KIA,EV6 GT Performance,Electric Motor,77.4,577.0,260.0,3.5,65000.0,electric,5.0,740.0
KIA,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,34500.0,hybrid,5.0,265.0
KIA,Carnival SX Prestige,3.5L V6,3500.0,290.0,220.0,8.0,47000.0,petrol,8.0,355.0
KIA,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,32000.0,petrol,5.0,264.0
KIA,Forte EX Premium,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,22500.0,petrol,5.0,179.0
KIA,Soul EX Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,23500.0,petrol,5.0,179.0
KIA,Rio S,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,17500.0,petrol,5.0,151.0
KIA,Rio 5-Door S,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,18000.0,petrol,5.0,151.0
KIA,Soul S,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,20500.0,petrol,5.0,179.0
KIA,Seltos LX,2.0L 4-Cylinder,1999.0,146.0,190.0,9.2,23000.0,petrol,5.0,179.0
PEUGEOT,3008 Hybrid4,Hybrid I4+ Electric Motor,1599.0,300.0,235.0,6.0,45000.0,hybrid,5.0,520.0
KIA,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.9,47000.0,hybrid,7.0,352.0
KIA,Telluride LX,3.8L V6,3778.0,291.0,240.0,7.0,41500.0,petrol,7.0,355.0
KIA,Carnival MPV EX,3.5L V6,3500.0,290.0,220.0,8.0,43500.0,petrol,8.0,355.0
KIA,EV6 AWD GT-Line,Electric Motor,77.4,320.0,230.0,5.0,60000.0,electric,5.0,450.0
KIA,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.5,25500.0,petrol,5.0,264.0
KIA,Soul GT Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,23000.0,petrol,5.0,179.0
KIA,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,30000.0,petrol,5.0,264.0
PEUGEOT,e-2008 GT,Electric Motor,50.0,136.0,200.0,8.5,40000.0,electric,5.0,260.0
KIA,Telluride Limited Edition,3.8L V6,3778.0,291.0,240.0,7.0,53000.0,petrol,7.0,355.0
KIA,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270.0,5.0,50000.0,petrol,5.0,422.0
KIA,Carnival Special Edition,3.5L V6,3500.0,290.0,220.0,8.0,45500.0,petrol,8.0,355.0
KIA,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,139.0,180.0,10.5,36000.0,hybrid,5.0,265.0
KIA,EV6 First Edition AWD,Electric Motor,77.4,320.0,230.0,5.0,62000.0,electric,5.0,450.0
KIA,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.8,49000.0,hybrid,7.0,352.0
KIA,Forte Limited Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,22500.0,petrol,5.0,179.0
BUGATTI,Chiron,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.5,3000000.0,petrol,2.0,1600.0
BUGATTI,Chiron Pur Sport,8.0L Quad-Turbo W16,7993.0,1500.0,350.0,2.3,3300000.0,petrol,2.0,1600.0
BUGATTI,Chiron Super Sport,8.0L Quad-Turbo W16,7993.0,1600.0,490.0,2.4,3500000.0,petrol,2.0,1600.0
BUGATTI,Chiron Sport,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.4,3300000.0,petrol,2.0,1600.0
BUGATTI,Chiron Noire,8.0L Quad-Turbo W16,7993.0,1500.0,420.0,2.5,3300000.0,petrol,2.0,1600.0
BUGATTI,Divo,8.0L Quad-Turbo W16,7993.0,1500.0,380.0,2.4,5800000.0,petrol,2.0,1600.0
